,train_id,depart_station,arrive_station,time_depart,time_arrive,depart_lon,depart_lat,arrive_lon,arrive_lat,delay
6207,IC4031,Linkebeek,St.-Genesius-Rode/rhode-St.-Genese,2019-03-15 10:29:00,2019-03-15 10:32:00,4.339434,50.773680999999996,4.361997,50.74781,60
6208,IC19707,Kortrijk,Waregem,2019-03-15 09:58:00,2019-03-15 10:07:00,3.264549,50.824506,3.42551,50.892456,60
6209,IC19707,Antwerp-Berchem,Antwerp-Central,2019-03-15 11:19:00,2019-03-15 11:23:00,4.432221,51.19923,4.421101,51.2172,300
6210,L4681,Mons,Frameries,2019-03-15 11:22:00,2019-03-15 11:29:00,3.942542,50.453854,3.906586,50.405932,60
6211,S53560,Huizingen,Beersel,2019-03-15 10:18:00,2019-03-15 10:22:00,4.266487000000001,50.7519,4.302605000000001,50.766616,60
6212,S53560,Beersel,Moensberg,2019-03-15 10:22:00,2019-03-15 10:25:00,4.302605000000001,50.766616,4.330733,50.77832,60
6213,S53560,Sint-Job / Saint-Job,Diesdelle/Vivier d'Oie,2019-03-15 10:29:00,2019-03-15 10:31:00,4.362761,50.79441,4.374052,50.796145,60
6214,S53560,Diesdelle/Vivier d'Oie,Boondaal/Boondael,2019-03-15 10:31:00,2019-03-15 10:34:00,4.374052,50.796145,4.393387000000001,50.801665,60
6215,S53560,Boondaal/Boondael,Etterbeek,2019-03-15 10:34:00,2019-03-15 10:37:00,4.393387000000001,50.801665,4.389513,50.822187,60
6216,S53560,Etterbeek,Mouterij,2019-03-15 10:38:00,2019-03-15 10:41:00,4.389513,50.822187,4.37866,50.829929,60
6217,S53560,Mouterij,Brussels-Luxemburg/Brussels-Luxembourg,2019-03-15 10:41:00,2019-03-15 10:43:00,4.37866,50.829929,4.373673999999999,50.838943,60
6218,S53560,Meiser,Evere,2019-03-15 10:52:00,2019-03-15 10:55:00,4.394421,50.854071999999995,4.400965,50.867779999999996,300
6219,S53560,Evere,Bordet,2019-03-15 10:55:00,2019-03-15 10:57:00,4.400965,50.867779999999996,4.410026,50.877784999999996,300
6220,S53560,Bordet,Haren,2019-03-15 10:58:00,2019-03-15 11:01:00,4.410026,50.877784999999996,4.4199779999999995,50.888878000000005,240
6221,S53560,Haren,Vilvoorde,2019-03-15 11:01:00,2019-03-15 11:06:00,4.4199779999999995,50.888878000000005,4.432823,50.924583,180
6222,S53560,Vilvoorde,Eppegem,2019-03-15 11:08:00,2019-03-15 11:12:00,4.432823,50.924583,4.45749,50.9584,420
6223,S53560,Eppegem,Weerde,2019-03-15 11:13:00,2019-03-15 11:16:00,4.45749,50.9584,4.470937,50.977449,480
6224,S53560,Weerde,Mechelen,2019-03-15 11:17:00,2019-03-15 11:23:00,4.470937,50.977449,4.482785,51.017648,480
6225,S61559,Aalst,Denderleeuw,2019-03-15 09:48:00,2019-03-15 09:55:00,4.0396529999999995,50.942813,4.071825,50.891925,60
6226,S61559,Denderleeuw,Iddergem,2019-03-15 09:56:00,2019-03-15 09:59:00,4.071825,50.891925,4.06849,50.876886,60
6227,S61559,Iddergem,Okegem,2019-03-15 09:59:00,2019-03-15 10:02:00,4.06849,50.876886,4.054557,50.857712,60
6228,S61559,Okegem,Ninove,2019-03-15 10:02:00,2019-03-15 10:05:00,4.054557,50.857712,4.026133,50.839509,60
6229,S61559,Ninove,Eichem,2019-03-15 10:06:00,2019-03-15 10:09:00,4.026133,50.839509,3.9937449999999997,50.823994,60
6230,S61559,Eichem,Appelterre,2019-03-15 10:09:00,2019-03-15 10:12:00,3.9937449999999997,50.823994,3.972108,50.813063,60
6231,S61559,Appelterre,Zandbergen,2019-03-15 10:12:00,2019-03-15 10:14:00,3.972108,50.813063,3.957653,50.806986,60
6232,S61559,Idegem,Schendelbeke,2019-03-15 10:17:00,2019-03-15 10:19:00,3.921553,50.801871000000006,3.899286,50.797844,120
6233,S61559,Schendelbeke,Geraardsbergen,2019-03-15 10:19:00,2019-03-15 10:23:00,3.899286,50.797844,3.872328,50.771137,60
6234,S61559,Geraardsbergen,Viane-Moerbeke,2019-03-15 10:25:00,2019-03-15 10:31:00,3.872328,50.771137,3.9173370000000003,50.751981,120
6235,S61559,Edingen / Enghien,Halle,2019-03-15 10:46:00,2019-03-15 10:56:00,4.047357,50.697272999999996,4.240634,50.733931,60
6236,S61559,Brussels-Central,Brussels-North,2019-03-15 11:14:00,2019-03-15 11:18:00,4.356801,50.845658,4.360846,50.859663,60
6237,S73481,Vilvoorde,Haren,2019-03-15 10:37:00,2019-03-15 10:43:00,4.432823,50.924583,4.4199779999999995,50.888878000000005,60
6238,S73481,Haren,Bordet,2019-03-15 10:43:00,2019-03-15 10:45:00,4.4199779999999995,50.888878000000005,4.410026,50.877784999999996,120
6239,S73481,Bordet,Evere,2019-03-15 10:46:00,2019-03-15 10:48:00,4.410026,50.877784999999996,4.400965,50.867779999999996,60
6240,S73481,Evere,Meiser,2019-03-15 10:48:00,2019-03-15 10:51:00,4.400965,50.867779999999996,4.394421,50.854071999999995,60
